,Unnamed: 0,coder,date,newsnm,rptmm,rptdd,rptyy,evmm,evdd,evyy,days,eventid,stories,title,followup,who,what,where,against,purpose,whysm,page,section,paragrph,staten,state1,state2,state3,state4,cityn,city1,city2,neighn,neighbr,particd,particex,partices,groups,igrp1c1,igrp1c2,igrp2c1,igrp2c2,igrp3c1,igrp3c2,targd,targnum,targ1,targ2,ertarg1,ertarg2,smonamed,smonum,smoname1,smoname2,smoname3,smoname4,claim1,val1,claim2,val2,claim3,val3,claim4,val4,form1,form2,form3,form4,act1,act2,act3,act4,viold,violtype,counterd,police1,police2,police3,police4,arrestd,arrestex,arrestes,propdam,dollars,injury,deaths,d_eventid,flag_followup,injprot,injprot_est,injby,injby_est,injpol,injpol_est,injoth,injoth_est,dthprot,dthprot_est,dthby,dthby_est,dthpol,dthpol_est,dthoth,dthoth_est,agenda_code,matchtext,textfile
1328,20446,J. REAMER,15216,NYT,9,10,1989,9,9,1989,1,8909027,1,300 demonstrators are met with silence in bensonhurst,0,black marchers,"marched, carried signs, changed and had speeches",brooklyn,,anti-racism,"COLLECTIVE, CLAIMS MADE, PUBLIC",34,,24,1,NY,,,,1,NEW YORK,,1,brooklyn,1,335,-999,1,401,1500,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,2500,2,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,20,27,28,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,300 demonstrators are met with silence in bensonhurst,1989/09/10/0281947.xml
1329,20447,J. REAMER,15217,NYT,9,10,1989,9,9,1989,1,8909028,1,navy launches a submarine amid protest,0,100 anti-nuclear demonstrators,"demonstrated, some in boats, mocked navy presentation",connecticut,navy,anti-nuclear weapons,"COLLECTIVE, CLAIMS MADE, PUBLIC",45,,7,1,CT,,,,1,NEW LONDON,,-999,,1,100,-999,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,704,1,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,10,45,-999,-999,0,-999,0,1,1,0,1,0,6,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1605,navy launches a submarine amid protest,1989/09/10/0281991.xml
1330,20448,J. REAMER,15217,NYT,9,11,1989,9,9,1989,1,8909029,1,Cuomo Takes Abortion Stance Favoring Women's Right to Choose,0,anti-abortion demonstrators,carried signs,ny,government,anti-abortion,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,b,15,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2400,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,cuomo takes abortion stance favoring womens right to choose,1989/09/11/0282351.xml
1331,20449,J. REAMER,15217,NYT,9,12,1989,9,11,1989,1,8909030,1,Homeless Said to Do Poorly in School,0,smo,released report,ny,government,"homeless children lag in academic progress, have more illness, and have greater emotiona","COLLECTIVE, CLAIMS MADE, PUBLIC",3,b,14,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,advocates for children of new york,,,,1311,1,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1409,homeless said to do poorly in school,1989/09/12/0282579.xml
1332,20450,J. REAMER,15217,NYT,9,12,1989,9,11,1989,1,8909031,1,campaign leaflets denounced,0,conduct,made a statement,brooklyn,political figure,campaign of local politician is unethical,,4,b,10,1,NY,,,,1,NEW YORK,,1,brooklyn,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,1,1,committee on decent unbiased campaign ta,,,,1336,2,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,34,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2099,campaign leaflets denounced,1989/09/12/0282614.xml
1333,20451,J. REAMER,15217,NYT,9,13,1989,8,-999,1989,1,8909032,1,helms amendment is facing a major test in congress,1,23 NATIONAL SMOS,signed a letter to congress,,government,dont want federal funds spend on obscene and indescent art,"COLLECTIVE, CLAIMS MADE, PUBLIC",17,c,33,0,,,,,0,,,-999,,0,-999,4,2,1800,-999,1800,1100,-999,-999,1,1,1,-999,-999,-999,1,3,americans for tax reform,save our schools,christian action council,,1340,2,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,66,40,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,helms amendment is facing a major test in congress,1989/09/13/0282861.xml
1334,20452,J. REAMER,15217,NYT,9,14,1989,9,13,1989,1,8909034,1,teacher union faults history books,0,ammerican federation of teachers,issued study,washington dc,"government, history book makers",history books sacrifice details for graphics,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,a,20,1,DC,,,,0,,,-999,,0,-999,2,1,100,-999,-999,-999,-999,-999,1,2,1,2,-999,-999,1,1,american federation of teachers,,,,1342,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,teacher union faults history books,1989/09/14/0283028.xml
1335,20479,J. REAMER,15217,NYT,9,14,1989,5,-999,1989,1,8909068,1,teacher union faults history books,1,smo,released study,nyc,"government, history book makers",history books compromise detail for graphics,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,a,20,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,2,1,2,-999,-999,1,1,new york - based council on interracial,,,,1342,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,teacher union faults history books,1989/09/14/0283028.xml
1336,20453,J. REAMER,15217,NYT,9,15,1989,9,14,1989,1,8909035,1,50% Cutback in Money for Homeless Is Fiercely Protested in Philadelphia,0,crowd of protesters,"held signs, had an effigy of councilman",philadelphia,government,plight of homeless,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,a,1,1,PA,,,,1,PHILADELPHIA,,-999,,0,-999,3,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1311,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,10,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1409,50 cutback in money for homeless is fiercely protested in philadelphia,1989/09/15/0283320.xml
1338,20455,J. REAMER,15217,NYT,9,16,1989,8,-999,1989,1,8909037,2,wave of protests developing on profits from aids drug,1,aids advocates,"demonstrated, boycotted, putting negative stickers on their products",washington dc,private company,aids drugs are too expensive,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,a,46,1,DC,,,,0,,,-999,,0,-999,4,1,1800,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1330,1,-999,-999,-999,-999,-999,-999,1,14,5,-999,98,45,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1525,wave of protests developing on profits from aids drug,1989/09/16/0283376.xml
1339,20456,J. REAMER,15217,NYT,9,17,1989,9,-999,1989,1,8909040,1,rights groups fault general for haiti abuses,0,2 SMOS,issued report,,"haitian government, american government",want american government to insist on human rights in haiti,"COLLECTIVE, CLAIMS MADE, PUBLIC",4,,17,0,,,,,0,,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,2,4,1,-999,-999,1,2,americas watch,national coalition for haitian refugee,,,1000,1,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1925,rights groups fault general for haiti abuses,1989/09/17/0283748.xml
1340,20457,J. REAMER,15217,NYT,9,17,1989,7,13,1989,1,8909041,1,new jewish group formed for interfaith ties,1,3 american jewish organizations,formed a new group,,,to deal with christian groups with a united front,"COLLECTIVE, CLAIMS MADE, PUBLIC",10,,15,0,,,,,0,,,-999,,0,-999,4,1,1800,432,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,1,4,american jewish committee,american jewish congress,anti-defamation league,j,1400,3,-999,-999,-999,-999,-999,-999,16,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3100,new jewish group formed for interfaith ties,1989/09/17/0283618.xml
1341,20458,J. REAMER,15217,NYT,9,17,1989,9,16,1989,1,8909042,1,puerto rican group protests in brooklyn,0,150 people,marched,brooklyn,,anti-hate crimes,"COLLECTIVE, CLAIMS MADE, PUBLIC",50,,1,1,NY,,,,1,NEW YORK,,1,brooklyn,1,150,-999,1,1800,402,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,1,1,national congress for puerto rican right,,,,2500,2,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,1,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,puerto rican group protests in brooklyn,1989/09/17/0283819.xml
1342,20459,J. REAMER,15217,NYT,9,17,1989,9,12,1989,1,8909043,1,CAMPUS LIFE: Maryland; students charge rights violation in suit on voting,0,4 students,filed suit,baltimore,government,voting rights denied,"COLLECTIVE, CLAIMS MADE, PUBLIC",59,,13,1,MD,,,,1,BALTIMORE,,-999,,1,4,-999,1,800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,2,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,campus life maryland students charge rights violation in suit on voting,1989/09/17/0283698.xml
1343,20460,J. REAMER,15217,NYT,9,17,1989,9,11,1989,1,8909044,1,CAMPUS LIFE: Syracuse; campus rapes lead to formation of a task force,0,150 students,held a protest,syracuse,university,anti-violence against women,"COLLECTIVE, CLAIMS MADE, PUBLIC",59,,12,1,NY,,,,1,SYRACUSE,,1,syracuse university,1,150,-999,1,800,-999,-999,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,604,1,609,1,-999,-999,-999,-999,1,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,campus life syracuse campus rapes lead to formation of a task force,1989/09/17/0283700.xml
1344,20461,J. REAMER,15217,NYT,9,17,1989,9,13,1989,1,8909045,1,CAMPUS LIFE: Tufts; students protest policy to limit speech practices,0,"15 STUDENTS, FREE SPEECH MOVEMENT","drew chalk lines, posted signs, mocking new rule",tufts,university,free speech,"COLLECTIVE, CLAIMS MADE, PUBLIC",61,,11,1,MA,,,,1,MEDFORD,TUFTS,-999,,1,15,-999,1,800,1800,-999,-999,-999,-999,1,1,3,-999,-999,-999,1,1,free speech movement,,,,1340,1,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,33,45,1,-999,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,campus life tufts students protest policy to limit speech practices,1989/09/17/0283701.xml
1345,20462,J. REAMER,15217,NYT,9,17,1989,-999,-999,1989,1,8909046,1,CAMPUS LIFE: Baylor; suit attacks a ban on single students who are pregnant,1,black woman,filed suit,"waco, tx",university,discrimination against women with unwritten policy against pregnant students,"COLLECTIVE, CLAIMS MADE, PUBLIC",63,,12,1,TX,,,,1,WACO,,1,baylor university,1,1,-999,1,800,500,-999,-999,-999,-999,1,1,3,-999,-999,-999,1,1,dallas civil liberties union,,,,600,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,campus life baylor suit attacks a ban on single students who are pregnant,1989/09/17/0283703.xml
1346,20463,J. REAMER,15217,NYT,9,17,1989,9,-999,1989,1,8909047,1,CAMPUS LIFE: Utah;,0,students and faculty,gathered signatures,utah,university,didnt want donation accepted b/c the school would have to rename the med school,"COLLECTIVE, CLAIMS MADE, PUBLIC",64,,10,1,UT,,,,1,SALT LAKE CITY,,1,university of utah,1,1200,-999,2,800,-999,100,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,1400,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,18,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,601,campus life utah,1989/09/17/0283702.xml
1347,20464,J. REAMER,15217,NYT,9,18,1989,9,17,1989,1,8909048,1,"10,000 attend rap concert to call attention to racism",0,10000 residents,attended rally and concert,nyc,,call attention to and end racism,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,b,2,1,NY,,,,1,NEW YORK,,-999,,1,10000,-999,1,1500,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,2500,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,36,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,10000 attend rap concert to call attention to racism,1989/09/18/0284176.xml
1348,20465,J. REAMER,15217,NYT,9,19,1989,9,18,1989,1,8909049,1,nuclear dump plan ignites rural protests,0,residents,staged a rally and posted signs in their yards,ny,government,dont want low-level nuclear waste dump there,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,b,30,1,NY,,,,1,BELMONT,,-999,,0,-999,4,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1350,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,23,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,704,nuclear dump plan ignites rural protests,1989/09/19/0284329.xml
1349,20466,J. REAMER,15217,NYT,9,24,1989,9,23,1989,1,8909052,1,marchers protest bail for suspects in slaying,0,100 demonstrators,marched and chanted,brooklyn,white defendants in hate crime,anti-hate crimes,"COLLECTIVE, CLAIMS MADE, PUBLIC",42,l,10,1,NY,,,,1,NEW YORK,,1,brooklyn,1,100,-999,1,401,1500,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,2500,2,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,28,-999,-999,0,-999,1,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,marchers protest bail for suspects in slaying,1989/09/24/0285538.xml
1350,20467,J. REAMER,15217,NYT,9,24,1989,9,23,1989,1,8909054,1,anti-abortion protesters arrested at bronx clinic,0,anti-abortion protesters,blocked entrance to abortion clinic,bronx,clinic,anti-abortion,"COLLECTIVE, CLAIMS MADE, PUBLIC",43,,9,1,NY,,,,1,NEW YORK,,1,bronx,1,300,-999,1,1800,-999,-999,-999,-999,-999,1,1,5,-999,-999,-999,0,-999,,,,,2400,2,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,45,57,28,59,0,-999,1,1,1,0,0,0,124,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,antiabortion protesters arrested at bronx clinic,1989/09/24/0285559.xml
1351,20468,J. REAMER,15217,NYT,9,24,1989,9,-999,1989,1,8909055,1,islip is sued over composting,0,residents,filed suit,long island,government,offensive gases emanating from compost facility,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,l,19,1,NY,,,,1,LONG ISLAND,,-999,,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,2,brookhaven township,residents for an environmentally safe,,,1108,1,1340,1,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,705,islip is sued over composting,
1352,20469,J. REAMER,15217,NYT,9,24,1989,-999,-999,-999,1,8909056,1,group that fights taxes to focus on assembly,1,citezens taxpayer group,formed new organization,connecticut,government,monitor state spending,"COLLECTIVE, CLAIMS MADE, PUBLIC",7,c,10,1,CT,,,,0,,,-999,,1,150,-999,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,citizens for limited taxation,,,,1306,2,-999,-999,-999,-999,-999,-999,16,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,107,group that fights taxes to focus on assembly,1989/09/24/0285708.xml
1353,20470,J. REAMER,15217,NYT,9,25,1989,9,22,1989,1,8909057,1,maine fair promotes pure food and rural values,0,smo,stood in fornt of a model missile and a sign,"augusta, me",government,urged the abolition of missiles,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,b,18,1,ME,,,,1,AUGUSTA,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,maine peace alliance,,,,704,1,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,33,20,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1605,maine fair promotes pure food and rural values,1989/09/25/0285871.xml
1354,20471,J. REAMER,15217,NYT,9,26,1989,9,25,1989,1,8909058,1,utah teachers boycott to protest education budget,0,20000 teachers,boycotted,utah,government,chronic underfunding for education,"COLLECTIVE, CLAIMS MADE, PUBLIC",32,a,14,1,UT,,,,1,SALT LAKE CITY,,-999,,1,20000,-999,1,100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,14,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,utah teachers boycott to protest education budget,1989/09/26/0286207.xml
1355,20472,J. REAMER,15217,NYT,9,26,1989,9,25,1989,1,8909059,1,rock artists protest near white house,0,music artists,"rallied, read statements",dc,"government, censorship group",free speech,"COLLECTIVE, CLAIMS MADE, PUBLIC",17,c,5,1,DC,,,,0,,,-999,,0,-999,3,1,100,-999,-999,-999,-999,-999,1,2,2,1,-999,-999,0,-999,,,,,1340,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,27,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,rock artists protest near white house,1989/09/26/0286202.xml
1356,20473,J. REAMER,15217,NYT,9,27,1989,9,26,1989,1,8909060,1,un staff remembers its colleagues Who Have Been Killed or Detained,0,1500 members of the un staff,demonstrated with signs,ny,,in support of those killed or detained on un duty,"COLLECTIVE, CLAIMS MADE, PUBLIC",13,a,1,1,NY,,,,1,NEW YORK,,1,manhattan,1,1500,-999,1,100,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1400,3,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1926,un staff remembers its colleagues who have been killed or detained,1989/09/27/0286385.xml
1357,20474,J. REAMER,15217,NYT,9,27,1989,9,25,1989,2,8909061,1,handicapped protesters gain support,0,handicapped protesters,occupied a federal building,atlanta,government,wheelchair access to buses,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,a,3,1,GA,,,,1,ATLANTA,,-999,,0,-999,2,1,1400,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2101,1,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,45,60,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,205,handicapped protesters gain support,
1358,20475,J. REAMER,15217,NYT,9,28,1989,9,27,1989,1,8909062,2,group offers money in aids survey protest,0,gay rights group,offered $100 to people who refuse to participate in government study,dallas,government,dont want government to proceed with survey of american homes for aids victims,"COLLECTIVE, CLAIMS MADE, PUBLIC",18,a,5,1,TX,,,,1,DALLAS,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,dallas gay alliance,,,,1608,1,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,45,98,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,331,group offers money in aids survey protest,1989/09/28/0286669.xml
1359,20476,J. REAMER,15217,NYT,9,28,1989,9,26,1989,1,8909064,1,ABORTION OPPONENTS PROTEST AT PROSECUTORS HOME,0,15 anti-abortion demonstrators,demonstrated,atlanta,government prosecutor,DIDNT WANT OPERATION RESCUES LEADER PROSECUTED,"COLLECTIVE, CLAIMS MADE, PUBLIC",25,a,15,1,GA,,,,1,ATLANTA,,-999,,1,15,-999,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2400,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,abortion opponents protest at prosecutors home,1989/09/28/0286560.xml
1360,20477,J. REAMER,15217,NYT,9,29,1989,9,28,1989,1,8909065,1,groups sue to stop shuttle flight Because of Radioactive Payload,0,3 private groups,filed suit,washington dc,government,prevent next space shuttle mission which includes a nuclear powered space probe that cou,"COLLECTIVE, CLAIMS MADE, PUBLIC",11,a,13,1,DC,,,,0,,,-999,,0,-999,3,2,1800,-999,100,-999,-999,-999,1,1,1,-999,-999,-999,1,3,florida coalition for peace and justice,christie institute,foundation on economic trends,,200,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-8909065,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,801,groups sue to stop shuttle flight because of radioactive payload,1989/09/29/0286960.xml
1361,20480,Amanda,15194,NYT,10,1,1989,-999,-999,1985,1,8910002,1,Victory for Neighbors of Ohio A-Plant as Lawsuit is Settled,1,neighbors of a uranium processing plant,filed a suit,"Fernald, Ohio",energy department,for compensation for lost property values and emotional distress,"COLLECTIVE, CLAIMS MADE, PUBLIC",28,,10,1,OH,,,,1,CINCINNATI,,-999,,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1350,1,200,1,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1605,victory for neighbors of ohio aplant as lawsuit is settled,1989/10/01/0287521.xml
1363,20482,Amanda,15194,NYT,10,1,1989,9,24,1989,1,8910004,1,Campus Life: Wisconsin; Condom Olympics Seek to Encourage Safe Sex Practices,1,University of Wisconsin student groups and Universit,had Condom Olympics,"Madison, Wisconsin",,encourage safe sex,"COLLECTIVE, CLAIMS MADE, PUBLIC",49,,11,1,WI,,,,1,MADISON,,1,University of Wisconsin,0,-999,2,2,1800,800,1800,1500,-999,-999,1,1,6,-999,-999,-999,1,2,Madison AIDS Support Network,University of Wisconsin,,,2100,1,-999,-999,-999,-999,-999,-999,9,98,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,205,campus life wisconsin condom olympics seek to encourage safe sex practices,1989/10/01/0287330.xml
